Category,Value
affection,0.0108244365361803
body,0.0112692763938315
children,0.008600237247924
cold,0.0088967971530249
communication,0.0066725978647686
family,0.0072657176749703
friends,0.0163107947805456
giving,0.0111209964412811
hearing,0.0097864768683274
listen,0.0146797153024911
love,0.0170521945432977
movement,0.006079478054567
music,0.0112692763938315
negative_emotion,0.0154211150652431
nervousness,0.0094899169632265
night,0.0091933570581257
optimism,0.0131969157769869
pain,0.0126037959667852
party,0.0050415183867141
positive_emotion,0.0146797153024911
shame,0.0096381969157769
speaking,0.0120106761565836
vacation,0.006079478054567
violence,0.0146797153024911
youth,0.0080071174377224
