Category,Value
achievement,0.0012569832402234637
affection,0.0067039106145251395
aggression,0.003072625698324022
air_travel,0.00027932960893854746
alcohol,0.002094972067039106
ancient,0.00027932960893854746
anger,0.0029329608938547485
animal,0.0008379888268156424
anonymity,0.0
anticipation,0.00013966480446927373
appearance,0.002094972067039106
art,0.0018156424581005587
attractive,0.0036312849162011174
banking,0.0023743016759776537
beach,0.002094972067039106
beauty,0.0013966480446927375
blue_collar_job,0.0
body,0.010195530726256983
breaking,0.008659217877094972
business,0.006424581005586592
car,0.004888268156424581
celebration,0.0009776536312849163
cheerfulness,0.0005586592178770949
childish,0.005446927374301676
children,0.006005586592178771
cleaning,0.0019553072625698325
clothing,0.0006983240223463687
cold,0.007960893854748604
college,0.0
communication,0.006983240223463687
competing,0.0012569832402234637
computer,0.0
confusion,0.0008379888268156424
contentment,0.005865921787709497
cooking,0.00027932960893854746
crime,0.0019553072625698325
dance,0.002094972067039106
death,0.006983240223463687
deception,0.0033519553072625698
disappointment,0.0009776536312849163
disgust,0.0013966480446927375
dispute,0.002094972067039106
divine,0.0033519553072625698
domestic_work,0.0022346368715083797
dominant_heirarchical,0.0
dominant_personality,0.0008379888268156424
driving,0.005307262569832402
eating,0.0008379888268156424
economics,0.0018156424581005587
emotional,0.006005586592178771
envy,0.002094972067039106
exasperation,0.0
exercise,0.0006983240223463687
exotic,0.00027932960893854746
fabric,0.00027932960893854746
family,0.003072625698324022
farming,0.0005586592178770949
fashion,0.0006983240223463687
fear,0.004050279329608939
feminine,0.0033519553072625698
fight,0.002653631284916201
fire,0.0016759776536312849
friends,0.009217877094972068
fun,0.0022346368715083797
furniture,0.0016759776536312849
gain,0.00027932960893854746
giving,0.007122905027932961
government,0.0
hate,0.004888268156424581
healing,0.0019553072625698325
health,0.0006983240223463687
hearing,0.005167597765363128
help,0.0011173184357541898
heroic,0.0004189944134078212
hiking,0.0004189944134078212
hipster,0.0008379888268156424
home,0.004050279329608939
horror,0.0018156424581005587
hygiene,0.0012569832402234637
independence,0.0
injury,0.011871508379888268
internet,0.00013966480446927373
irritability,0.00013966480446927373
journalism,0.00027932960893854746
joy,0.0006983240223463687
kill,0.004050279329608939
law,0.00027932960893854746
leader,0.0
legend,0.0006983240223463687
leisure,0.001536312849162011
liquid,0.0019553072625698325
listen,0.007402234636871508
love,0.013128491620111732
lust,0.00013966480446927373
magic,0.0004189944134078212
masculine,0.0018156424581005587
medical_emergency,0.0023743016759776537
medieval,0.0006983240223463687
meeting,0.0005586592178770949
messaging,0.0008379888268156424
military,0.00013966480446927373
money,0.0034916201117318434
monster,0.0005586592178770949
morning,0.0005586592178770949
movement,0.003910614525139665
music,0.007122905027932961
musical,0.003212290502793296
negative_emotion,0.023324022346368715
neglect,0.0012569832402234637
negotiate,0.00027932960893854746
nervousness,0.006983240223463687
night,0.004189944134078212
noise,0.001536312849162011
occupation,0.0004189944134078212
ocean,0.0016759776536312849
office,0.0016759776536312849
optimism,0.008938547486033519
order,0.003910614525139665
pain,0.017877094972067038
party,0.003072625698324022
payment,0.0011173184357541898
pet,0.0008379888268156424
philosophy,0.00027932960893854746
phone,0.0047486033519553075
plant,0.0018156424581005587
play,0.0036312849162011174
politeness,0.0
politics,0.0
poor,0.0
positive_emotion,0.012430167597765364
power,0.0016759776536312849
pride,0.0005586592178770949
prison,0.0019553072625698325
programming,0.0
rage,0.0009776536312849163
reading,0.0006983240223463687
real_estate,0.00013966480446927373
religion,0.0011173184357541898
restaurant,0.0016759776536312849
ridicule,0.0008379888268156424
royalty,0.0004189944134078212
rural,0.0004189944134078212
sadness,0.005865921787709497
sailing,0.0008379888268156424
school,0.0004189944134078212
science,0.0
sexual,0.0013966480446927375
shame,0.0138268156424581
shape_and_size,0.0029329608938547485
ship,0.0004189944134078212
shopping,0.0013966480446927375
sleep,0.002793296089385475
smell,0.0004189944134078212
social_media,0.00013966480446927373
sound,0.0029329608938547485
speaking,0.008100558659217877
sports,0.0013966480446927375
stealing,0.00027932960893854746
strength,0.0023743016759776537
suffering,0.009078212290502794
superhero,0.0
surprise,0.0004189944134078212
swearing_terms,0.003910614525139665
swimming,0.0006983240223463687
sympathy,0.00013966480446927373
technology,0.0
terrorism,0.0
timidity,0.0013966480446927375
tool,0.0004189944134078212
torment,0.0018156424581005587
tourism,0.00027932960893854746
toy,0.0016759776536312849
traveling,0.006564245810055866
trust,0.003072625698324022
ugliness,0.00027932960893854746
urban,0.0023743016759776537
vacation,0.007262569832402235
valuable,0.0018156424581005587
vehicle,0.005446927374301676
violence,0.01801675977653631
war,0.0023743016759776537
warmth,0.0018156424581005587
water,0.0012569832402234637
weakness,0.003072625698324022
wealthy,0.0013966480446927375
weapon,0.0023743016759776537
weather,0.0025139664804469273
wedding,0.0008379888268156424
white_collar_job,0.00027932960893854746
work,0.0005586592178770949
worship,0.0008379888268156424
writing,0.0011173184357541898
youth,0.002653631284916201
zest,0.00013966480446927373
