Category,Value
achievement,0.00031357792411414236
affection,0.0031357792411414237
aggression,0.00266541235497021
air_travel,0.00031357792411414236
alcohol,0.0031357792411414237
ancient,0.00047036688617121356
anger,0.0023518344308560675
animal,0.00015678896205707118
anonymity,0.0
anticipation,0.00015678896205707118
appearance,0.00047036688617121356
art,0.0029789902790843524
attractive,0.0009407337723424271
banking,0.0009407337723424271
beach,0.0006271558482282847
beauty,0.003606146127312637
blue_collar_job,0.0
body,0.011445594230166197
breaking,0.0029789902790843524
business,0.004860457823769207
car,0.00047036688617121356
celebration,0.003449357165255566
cheerfulness,0.0007839448102853559
childish,0.004860457823769207
children,0.01050486045782377
cleaning,0.00047036688617121356
clothing,0.0010975227343994983
cold,0.0061147695202257765
college,0.00031357792411414236
communication,0.006271558482282847
competing,0.002508623392913139
computer,0.00015678896205707118
confusion,0.0010975227343994983
contentment,0.00533082470994042
cooking,0.00031357792411414236
crime,0.0
dance,0.003606146127312637
death,0.004076513013483851
deception,0.0009407337723424271
disappointment,0.002508623392913139
disgust,0.0023518344308560675
dispute,0.002508623392913139
divine,0.0006271558482282847
domestic_work,0.0014111006585136407
dominant_heirarchical,0.0
dominant_personality,0.00015678896205707118
driving,0.0014111006585136407
eating,0.0028222013170272815
economics,0.0010975227343994983
emotional,0.0015678896205707118
envy,0.00047036688617121356
exasperation,0.0
exercise,0.0
exotic,0.00031357792411414236
fabric,0.00047036688617121356
family,0.006898714330511132
farming,0.0
fashion,0.0006271558482282847
fear,0.0037629350893697085
feminine,0.0010975227343994983
fight,0.0015678896205707118
fire,0.00391972405142678
friends,0.0070555032925682035
fun,0.0042333019755409216
furniture,0.0006271558482282847
gain,0.0
giving,0.0061147695202257765
government,0.0
hate,0.0009407337723424271
healing,0.004546879899655064
health,0.00015678896205707118
hearing,0.007369081216682345
help,0.0012543116964565694
heroic,0.0028222013170272815
hiking,0.0009407337723424271
hipster,0.00047036688617121356
home,0.0042333019755409216
horror,0.0006271558482282847
hygiene,0.00047036688617121356
independence,0.0
injury,0.0018814675446848542
internet,0.00015678896205707118
irritability,0.0
journalism,0.0014111006585136407
joy,0.0009407337723424271
kill,0.0023518344308560675
law,0.0
leader,0.0014111006585136407
legend,0.0020382565067419253
leisure,0.0012543116964565694
liquid,0.0007839448102853559
listen,0.006898714330511132
love,0.010975227343994982
lust,0.0010975227343994983
magic,0.0010975227343994983
masculine,0.00266541235497021
medical_emergency,0.0007839448102853559
medieval,0.00031357792411414236
meeting,0.0007839448102853559
messaging,0.0006271558482282847
military,0.0
money,0.004390090937597993
monster,0.00047036688617121356
morning,0.0009407337723424271
movement,0.00533082470994042
music,0.005957980558168705
musical,0.005017246785826278
negative_emotion,0.01473816243336469
neglect,0.0
negotiate,0.00015678896205707118
nervousness,0.0051740357478833494
night,0.003449357165255566
noise,0.0028222013170272815
occupation,0.0
ocean,0.00047036688617121356
office,0.0
optimism,0.005801191596111634
order,0.003606146127312637
pain,0.007212292254625274
party,0.00533082470994042
payment,0.0012543116964565694
pet,0.0006271558482282847
philosophy,0.0012543116964565694
phone,0.003449357165255566
plant,0.00031357792411414236
play,0.0014111006585136407
politeness,0.0
politics,0.0
poor,0.0
positive_emotion,0.008153026026967701
power,0.00266541235497021
pride,0.00031357792411414236
prison,0.0
programming,0.00015678896205707118
rage,0.0
reading,0.0021950454687989967
real_estate,0.0015678896205707118
religion,0.0006271558482282847
restaurant,0.00047036688617121356
ridicule,0.0007839448102853559
royalty,0.0007839448102853559
rural,0.0021950454687989967
sadness,0.0029789902790843524
sailing,0.00047036688617121356
school,0.001724678582627783
science,0.0
sexual,0.0023518344308560675
shame,0.007525870178739417
shape_and_size,0.004546879899655064
ship,0.00015678896205707118
shopping,0.0015678896205707118
sleep,0.003449357165255566
smell,0.002508623392913139
social_media,0.00031357792411414236
sound,0.0037629350893697085
speaking,0.013954217623079336
sports,0.0009407337723424271
stealing,0.00015678896205707118
strength,0.005017246785826278
suffering,0.0018814675446848542
superhero,0.00047036688617121356
surprise,0.003292568203198495
swearing_terms,0.0009407337723424271
swimming,0.00031357792411414236
sympathy,0.00047036688617121356
technology,0.00015678896205707118
terrorism,0.0
timidity,0.0007839448102853559
tool,0.00015678896205707118
torment,0.00031357792411414236
tourism,0.00015678896205707118
toy,0.0029789902790843524
traveling,0.004546879899655064
trust,0.0031357792411414237
ugliness,0.0
urban,0.00015678896205707118
vacation,0.00391972405142678
valuable,0.0012543116964565694
vehicle,0.00031357792411414236
violence,0.0070555032925682035
war,0.0014111006585136407
warmth,0.003292568203198495
water,0.00047036688617121356
weakness,0.00047036688617121356
wealthy,0.00031357792411414236
weapon,0.005017246785826278
weather,0.002508623392913139
wedding,0.0021950454687989967
white_collar_job,0.0
work,0.0009407337723424271
worship,0.0007839448102853559
writing,0.0007839448102853559
youth,0.004076513013483851
zest,0.0009407337723424271
