Category,Value
achievement,0.00041597337770382697
affection,0.019412090959511925
aggression,0.00041597337770382697
air_travel,0.0005546311702717693
alcohol,0.0008319467554076539
ancient,0.00013865779256794233
anger,0.0015252357182473654
animal,0.0
anonymity,0.0
anticipation,0.0
appearance,0.0015252357182473654
art,0.0016638935108153079
attractive,0.0027731558513588465
banking,0.00013865779256794233
beach,0.0009706045479755962
beauty,0.0012479201331114808
blue_collar_job,0.0
body,0.007071547420965058
breaking,0.0024958402662229617
business,0.003466444814198558
car,0.002634498058790904
celebration,0.0042983915696062115
cheerfulness,0.0009706045479755962
childish,0.004021075984470327
children,0.007903494176372712
cleaning,0.00013865779256794233
clothing,0.0022185246810870773
cold,0.004714364947310039
college,0.0
communication,0.01192457016084304
competing,0.0006932889628397116
computer,0.00013865779256794233
confusion,0.0011092623405435386
contentment,0.002634498058790904
cooking,0.0005546311702717693
crime,0.0
dance,0.002634498058790904
death,0.0022185246810870773
deception,0.003050471436494731
disappointment,0.0011092623405435386
disgust,0.0011092623405435386
dispute,0.005823627287853577
divine,0.0019412090959511925
domestic_work,0.0012479201331114808
dominant_heirarchical,0.0
dominant_personality,0.00013865779256794233
driving,0.003882418191902385
eating,0.0008319467554076539
economics,0.0
emotional,0.0023571824736550195
envy,0.0005546311702717693
exasperation,0.0
exercise,0.00013865779256794233
exotic,0.00013865779256794233
fabric,0.0012479201331114808
family,0.007626178591236828
farming,0.0
fashion,0.0016638935108153079
fear,0.0022185246810870773
feminine,0.004159733777038269
fight,0.00041597337770382697
fire,0.0009706045479755962
friends,0.023710482529118136
fun,0.0019412090959511925
furniture,0.0009706045479755962
gain,0.00041597337770382697
giving,0.005546311702717693
government,0.0
hate,0.0031891292290626735
healing,0.003050471436494731
health,0.0013865779256794233
hearing,0.010260676650027731
help,0.0023571824736550195
heroic,0.0006932889628397116
hiking,0.0005546311702717693
hipster,0.0020798668885191347
home,0.0033277870216306157
horror,0.00041597337770382697
hygiene,0.0
independence,0.0
injury,0.0029118136439267887
internet,0.00013865779256794233
irritability,0.0
journalism,0.0
joy,0.00013865779256794233
kill,0.0011092623405435386
law,0.0006932889628397116
leader,0.0
legend,0.00013865779256794233
leisure,0.0012479201331114808
liquid,0.0008319467554076539
listen,0.012479201331114808
love,0.022185246810870772
lust,0.00027731558513588466
magic,0.0
masculine,0.00180255130338325
medical_emergency,0.0023571824736550195
medieval,0.0
meeting,0.005823627287853577
messaging,0.00041597337770382697
military,0.00013865779256794233
money,0.0005546311702717693
monster,0.00013865779256794233
morning,0.0012479201331114808
movement,0.004575707154742097
music,0.004991680532445923
musical,0.0031891292290626735
negative_emotion,0.015252357182473655
neglect,0.00027731558513588466
negotiate,0.0
nervousness,0.0031891292290626735
night,0.011785912368275097
noise,0.0013865779256794233
occupation,0.00013865779256794233
ocean,0.0009706045479755962
office,0.0006932889628397116
optimism,0.0226012201885746
order,0.0036051026067665
pain,0.007626178591236828
party,0.007348863006100943
payment,0.00013865779256794233
pet,0.0
philosophy,0.0005546311702717693
phone,0.00845812534664448
plant,0.0
play,0.0012479201331114808
politeness,0.00041597337770382697
politics,0.0
poor,0.0
positive_emotion,0.027315585135884637
power,0.0
pride,0.0
prison,0.00013865779256794233
programming,0.0
rage,0.00027731558513588466
reading,0.0006932889628397116
real_estate,0.0005546311702717693
religion,0.0006932889628397116
restaurant,0.0008319467554076539
ridicule,0.0011092623405435386
royalty,0.0
rural,0.00027731558513588466
sadness,0.002634498058790904
sailing,0.00027731558513588466
school,0.0
science,0.0
sexual,0.00041597337770382697
shame,0.00596228508042152
shape_and_size,0.0016638935108153079
ship,0.0
shopping,0.00013865779256794233
sleep,0.0029118136439267887
smell,0.00027731558513588466
social_media,0.0012479201331114808
sound,0.0022185246810870773
speaking,0.01691625069328896
sports,0.00013865779256794233
stealing,0.0
strength,0.00180255130338325
suffering,0.003466444814198558
superhero,0.0
surprise,0.00013865779256794233
swearing_terms,0.0016638935108153079
swimming,0.00013865779256794233
sympathy,0.00013865779256794233
technology,0.0
terrorism,0.0
timidity,0.0006932889628397116
tool,0.00041597337770382697
torment,0.00041597337770382697
tourism,0.00027731558513588466
toy,0.0008319467554076539
traveling,0.003466444814198558
trust,0.005407653910149751
ugliness,0.0
urban,0.00013865779256794233
vacation,0.004021075984470327
valuable,0.00013865779256794233
vehicle,0.0012479201331114808
violence,0.004575707154742097
war,0.00013865779256794233
warmth,0.0013865779256794233
water,0.0006932889628397116
weakness,0.0008319467554076539
wealthy,0.00027731558513588466
weapon,0.0006932889628397116
weather,0.0020798668885191347
wedding,0.0036051026067665
white_collar_job,0.00013865779256794233
work,0.0008319467554076539
worship,0.0008319467554076539
writing,0.00013865779256794233
youth,0.006239600665557404
zest,0.00027731558513588466
